Host,Provider,IP (External),IP (Internal),Open Ports,HTTP Status,HTTP Title,Risk Rating,Findings,Technologies,WAF,DNS Records
apf-api.eng.vn.cloud.tesla.com,cloud-amazon,"18.239.83.86, 18.239.83.94, 2600:9000:2447:1a00:7:eb18:3600:93a1, 2600:9000:2447:2a00:7:eb18:3600:93a1, 2600:9000:2447:3a00:7:eb18:3600:93a1, 2600:9000:2447:8200:7:eb18:3600:93a1, 2600:9000:2447:a200:7:eb18:3600:93a1, 2600:9000:2447:a800:7:eb18:3600:93a1, 2600:9000:2447:be00:7:eb18:3600:93a1, 2600:9000:2447:ca00:7:eb18:3600:93a1, 3.162.140.128, 3.162.140.83, 3.162.140.95, 3.162.140.97",,"80, 443",200,301 Moved Permanently,N/A,,"amazon cloudfront
amazon s3
amazon web services
cpe:/a:amazon:amazon_cloudfront",Cloudfront (Amazon),"A:3.162.140.128, A:3.162.140.83, A:3.162.140.95, A:3.162.140.97, AAAA:2600:9000:2447:1a00:7:eb18:3600:93a1, AAAA:2600:9000:2447:2a00:7:eb18:3600:93a1, AAAA:2600:9000:2447:3a00:7:eb18:3600:93a1, AAAA:2600:9000:2447:8200:7:eb18:3600:93a1, AAAA:2600:9000:2447:a200:7:eb18:3600:93a1, AAAA:2600:9000:2447:a800:7:eb18:3600:93a1, AAAA:2600:9000:2447:be00:7:eb18:3600:93a1, AAAA:2600:9000:2447:ca00:7:eb18:3600:93a1, CNAME:d2fy29hrw9wp94.cloudfront.net, NS:ns-1314.awsdns-36.org, NS:ns-1723.awsdns-23.co.uk, NS:ns-310.awsdns-38.com, NS:ns-654.awsdns-17.net, SOA:ns-310.awsdns-38.com"
apf-api.prd.vn.cloud.tesla.com,cloud-amazon,"108.156.60.103, 108.156.60.112, 108.156.60.24, 108.156.60.95, 2600:9000:2394:1e00:16:bad0:ee40:93a1, 2600:9000:2394:2000:16:bad0:ee40:93a1, 2600:9000:2394:4200:16:bad0:ee40:93a1, 2600:9000:2394:9c00:16:bad0:ee40:93a1, 2600:9000:2394:b400:16:bad0:ee40:93a1, 2600:9000:2394:bc00:16:bad0:ee40:93a1, 2600:9000:2394:cc00:16:bad0:ee40:93a1, 2600:9000:2394:e200:16:bad0:ee40:93a1",,"80, 443",200,301 Moved Permanently,N/A,,"amazon cloudfront
amazon s3
cpe:/a:amazon:amazon_cloudfront
amazon web services",Cloudfront (Amazon),"A:108.156.60.103, A:108.156.60.112, A:108.156.60.24, A:108.156.60.95, AAAA:2600:9000:2394:1e00:16:bad0:ee40:93a1, AAAA:2600:9000:2394:2000:16:bad0:ee40:93a1, AAAA:2600:9000:2394:4200:16:bad0:ee40:93a1, AAAA:2600:9000:2394:9c00:16:bad0:ee40:93a1, AAAA:2600:9000:2394:b400:16:bad0:ee40:93a1, AAAA:2600:9000:2394:bc00:16:bad0:ee40:93a1, AAAA:2600:9000:2394:cc00:16:bad0:ee40:93a1, AAAA:2600:9000:2394:e200:16:bad0:ee40:93a1, CNAME:d2p1ot6coc1j95.cloudfront.net, NS:ns-1275.awsdns-31.org, NS:ns-1557.awsdns-02.co.uk, NS:ns-233.awsdns-29.com, NS:ns-604.awsdns-11.net, SOA:ns-604.awsdns-11.net"
api-firebolt-dev.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
api-firebolt-stage.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
api-firebolt.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
api-toolbox.tesla.com,,,,,0,,N/A,,,,CNAME:api.toolbox.tb.tesla.services
api.kronos.tesla.com,cloud-amazon,"100.21.132.193, 35.81.96.94, 44.234.232.236",,443,0,,N/A,,,,"A:100.21.132.193, A:35.81.96.94, A:44.234.232.236, CNAME:kronos-api-nlb-9096be9c0c5be87b.elb.us-west-2.amazonaws.com"
apigateway-tssapi-stg.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,,"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:apigateway-tssapi-stg.tesla.com.edgekey.net"
apigateway-tssapi.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,,"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:apigateway-tssapi.tesla.com.edgekey.net"
app.tesla.com,,,,,0,,N/A,,,,"NS:a1-12.akam.net, NS:a10-67.akam.net, NS:a12-64.akam.net, NS:a28-65.akam.net, NS:a7-66.akam.net, NS:a9-67.akam.net, NS:edns69.ultradns.biz, NS:edns69.ultradns.com, NS:edns69.ultradns.net, NS:edns69.ultradns.org, SOA:edns69.ultradns.com"
apps.tesla.com,cdn-akamai,104.80.228.227,,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, CNAME:apps.tesla.com.edgekey.net"
assets.engage.tesla.com,cloud-amazon,"18.238.243.21, 18.238.243.36, 18.238.243.59, 18.238.243.81, 2600:9000:2090:1a00:12:f8bd:a140:93a1, 2600:9000:2090:2800:12:f8bd:a140:93a1, 2600:9000:2090:4a00:12:f8bd:a140:93a1, 2600:9000:2090:7400:12:f8bd:a140:93a1, 2600:9000:2090:7600:12:f8bd:a140:93a1, 2600:9000:2090:9800:12:f8bd:a140:93a1, 2600:9000:2090:b600:12:f8bd:a140:93a1, 2600:9000:2090:da00:12:f8bd:a140:93a1",,"80, 443",301 -> https://assets.engage.tesla.com/,301 Moved Permanently,N/A,,"amazon cloudfront
amazon s3
amazon web services",Cloudfront (Amazon),"A:18.238.243.21, A:18.238.243.36, A:18.238.243.59, A:18.238.243.81, AAAA:2600:9000:2090:1a00:12:f8bd:a140:93a1, AAAA:2600:9000:2090:2800:12:f8bd:a140:93a1, AAAA:2600:9000:2090:4a00:12:f8bd:a140:93a1, AAAA:2600:9000:2090:7400:12:f8bd:a140:93a1, AAAA:2600:9000:2090:7600:12:f8bd:a140:93a1, AAAA:2600:9000:2090:9800:12:f8bd:a140:93a1, AAAA:2600:9000:2090:b600:12:f8bd:a140:93a1, AAAA:2600:9000:2090:da00:12:f8bd:a140:93a1, CNAME:d1e60lajz6qsud.cloudfront.net, NS:ns-1067.awsdns-05.org, NS:ns-14.awsdns-01.com, NS:ns-1843.awsdns-38.co.uk, NS:ns-807.awsdns-36.net, SOA:ns-14.awsdns-01.com"
auth-global-stage.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",301 -> http://auth-stage.teslamotors.com/,Access Denied,LOW,"https://auth-global-stage.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [GET (403/301 HTTP Code),OPTIONS (403/301 HTTP Code),HEAD (403/301 HTTP Code)]:LOW",,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:auth-global-stage.tesla.com.edgekey.net"
auth-global.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:594::700, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,LOW,"http://auth-global.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [HEAD (301/403 HTTP Code)]:LOW
https://auth-global.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [GET (403/301 HTTP Code)]:LOW",,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:594::700, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:auth-global.tesla.com.edgekey.net"
auth-stage.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,LOW,"https://auth-stage.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [GET (403/404 HTTP Code),POST (403/404 HTTP Code),OPTIONS (404/403 HTTP Code)]:LOW
http://auth-stage.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [HEAD (403/400 HTTP Code)]:LOW",,Kona SiteDefender (Akamai),"A:173.223.116.49, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:auth-stage.tesla.com.edgekey.net"
auth.tesla.com,cdn-akamai,"104.80.228.227, 173.223.116.49, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",400,Access Denied,LOW,"https://auth.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [GET (403/404 HTTP Code),OPTIONS (403/404 HTTP Code),HEAD (403/404 HTTP Code)]:LOW
http://auth.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [GET (400/403 HTTP Code)]:LOW",akamai,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:auth.tesla.com.edgekey.net"
autobidder-preprd.powerhub.energy.tesla.com,cdn-akamai,"23.49.27.150, 2a02:26f0:6d00:5b5::1eca, 2a02:26f0:6d00:5bb::1eca",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.49.27.150, AAAA:2a02:26f0:6d00:5b5::1eca, AAAA:2a02:26f0:6d00:5bb::1eca, CNAME:energy.tesla.com.edgekey.net"
autobidder.powerhub.energy.tesla.com,cdn-akamai,"23.49.27.150, 2a02:26f0:6d00:5b5::1eca, 2a02:26f0:6d00:5bb::1eca",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.49.27.150, AAAA:2a02:26f0:6d00:5b5::1eca, AAAA:2a02:26f0:6d00:5bb::1eca, CNAME:energy.tesla.com.edgekey.net"
autodiscover.c.tesla.com,,"2603:1026:207:15::8, 2603:1026:207::8, 2603:1026:207:a5::8, 2603:1026:c03:6027::8, 40.101.80.24, 52.97.144.184, 52.97.163.8, 52.97.179.200, 52.97.200.168",,80,301 -> https://outlook.office365.com/owa/?realm=c.tesla.com&vd=autodiscover,,N/A,,"iis
cpe:/a:microsoft:internet_information_services
windows server
microsoft asp.net
cpe:/a:microsoft:internet_information_services:10.0
cpe:/o:microsoft:windows",,"A:40.101.80.24, A:52.97.144.184, A:52.97.179.200, A:52.97.200.168, AAAA:2603:1026:207:15::8, AAAA:2603:1026:207::8, AAAA:2603:1026:207:a5::8, AAAA:2603:1026:c03:6027::8, CNAME:autodiscover.outlook.com"
autodiscover.service.tesla.com,,"2603:1026:207:1::8, 2603:1026:207:cd::8, 2603:1026:c03:7073::8, 2603:1026:c03:7077::8, 40.101.121.8, 40.101.81.136, 40.99.204.40, 52.97.163.8, 52.97.200.136",,80,301 -> https://outlook.office365.com/owa/?realm=service.tesla.com&vd=autodiscover,,N/A,,"iis
cpe:/a:microsoft:internet_information_services
windows server
microsoft asp.net
cpe:/a:microsoft:internet_information_services:10.0
cpe:/o:microsoft:windows",,"A:40.101.121.8, A:40.101.81.136, A:40.99.204.40, A:52.97.200.136, AAAA:2603:1026:207:1::8, AAAA:2603:1026:207:cd::8, AAAA:2603:1026:c03:7073::8, AAAA:2603:1026:c03:7077::8, CNAME:autodiscover.outlook.com"
autodiscover.t.tesla.com,,"2603:1026:c03:3030::8, 2603:1026:c03:7066::8, 2603:1026:c03:7074::8, 2603:1026:c03:707d::8, 40.101.121.40, 40.101.80.24, 40.101.80.8, 40.99.205.8, 52.97.200.152",,80,301 -> https://outlook.office365.com/owa/?realm=t.tesla.com&vd=autodiscover,,N/A,,"windows server
microsoft asp.net
iis",,"A:40.101.80.24, A:40.101.80.8, A:40.99.205.8, A:52.97.200.152, AAAA:2603:1026:c03:3030::8, AAAA:2603:1026:c03:7066::8, AAAA:2603:1026:c03:7074::8, AAAA:2603:1026:c03:707d::8, CNAME:autodiscover.outlook.com"
autodiscover.tesla.com,,"2603:1026:204:2::8, 2603:1026:c03:706b::8, 2603:1026:c03:7076::8, 2603:1026:c03:707a::8, 40.101.81.136, 40.101.81.168, 40.99.204.248, 52.97.155.120, 52.98.231.248",,80,301 -> https://outlook.office365.com/owa/?realm=tesla.com&vd=autodiscover,,LOW,http://autodiscover.tesla.com/:IIS Shortname Vulnerability Detected. Potentially Vulnerable Method/Techniques: [DEBUG (403/404 HTTP Code)]:LOW,"iis
cpe:/a:microsoft:internet_information_services
windows server
microsoft asp.net
cpe:/a:microsoft:internet_information_services:10.0
cpe:/o:microsoft:windows",,"A:40.101.81.136, A:40.101.81.168, A:52.97.155.120, A:52.98.231.248, AAAA:2603:1026:204:2::8, AAAA:2603:1026:c03:706b::8, AAAA:2603:1026:c03:7076::8, AAAA:2603:1026:c03:707a::8, CNAME:autodiscover.outlook.com"
bi.tesla.com,cdn-akamai,"23.212.186.211, 23.213.240.211",,"80, 443",302 -> https://exec.teslamotors.com/route?BubbleRequest=3WdvUS62LGSOil1b0%2F4nsB1o0F%2FbhCVNVT5t9xdavLBtK%2FTDZXDFnLVljMJTDxDwxFA0KJJjAJPn9rvPq5VonCmo8ZHcDvC65CU4dcxwgms9NqafvNv1iU1Clh22uoSvOotq7i3pYaYlGswzbea1JlF%2FOB9vaJXqBypm5RqRLEJalZ1mCbyMsZmtVIgiLhcwcR3pbNoehPl3T1%2FbLQvECp9qm5nc%2BcK1GReWmZr3fOc70oPXRH71LJFDH%2FE88KJtiPom1%2FnlhV1hiv1YapeG4Sltu8QmScDvgUHfG%2FliCwd67Nk%2BXRLfFjmLwUKoUT5cig7HeeaQSzGt6G8oRD%2BhcTilVbccI7W9ltUESBBx5n0cAOhULYVVJMEM7SamVXIcu%2FjcGjDaNs2%2Bbp5HfZdvYg%3D%3D,302 Found,N/A,,nginx,,"A:23.213.240.211, CNAME:ipa.teslazta.net.srip.net"
billing.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:billing.tesla.com.edgekey.net"
bolt.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:bolt.tesla.com.edgekey.net"
bounce.emails.tesla.com,,,,,0,,N/A,,,,"MX:bounce.s10.exacttarget.com, TXT:13.111.62.118, TXT:13.111.88.1, TXT:13.111.88.2, TXT:13.111.88.52, TXT:13.111.88.53, TXT:cust-spf.exacttarget.com"
business-shop.tesla.com,cdn-akamai,"104.80.228.227, 23.40.124.85, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:23.40.124.85, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
business-ui-ownership.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:c900:3a7::700, 2a02:26f0:c900:3b6::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:c900:3a7::700, AAAA:2a02:26f0:c900:3b6::700, CNAME:business-ui-ownership.tesla.com.edgekey.net"
c.tesla.com,,,,,0,,N/A,,,,"MX:c-tesla-com.mail.protection.outlook.com, TXT:spf.protection.outlook.com"
cdn-design.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:cdn-design.tesla.com.edgekey.net"
cdns-content.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Error,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:cdns-content.tesla.com.edgekey.net"
checkout-ui-assets.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, CNAME:checkout-ui-assets.tesla.com.edgekey.net"
cicerone.tesla.com,cdn-akamai,104.80.228.227,,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, CNAME:cicerone.tesla.com-v1.edgekey.net"
cld-ec.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:cld-ec.tesla.com.edgekey.net"
click.email.tesla.com,cdn-akamai,"23.209.125.178, 23.209.125.193",,"80, 443",301 -> https://www.tesla.com/,,N/A,,,,"A:23.209.125.178, A:23.209.125.193, CNAME:click.virt.s7.exacttarget.com"
click.emails.tesla.com,,13.111.48.179,,,0,,N/A,,,,A:13.111.48.179
cloudprotect.tesla.com,,,,,0,,N/A,,,,CNAME:tesla.gpcloudservice.com
cnvpn.tesla.com,,103.222.41.215,,,0,,N/A,,,,A:103.222.41.215
cnvpn1.tesla.com,,114.141.176.215,,,0,,N/A,,,,A:114.141.176.215
com._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:com.domainkey.u14585522.wl023.sendgrid.net
com2._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:com2.domainkey.u14585522.wl023.sendgrid.net
comparison.tesla.com,,64.125.183.133,,,0,,N/A,,,,A:64.125.183.133
courses.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:courses.tesla.com.edgekey.net"
cua-help-me-choose-ui.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:cua-help-me-choose-ui.tesla.com.edgekey.net"
cua-test-drive-ui.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
cx-apac.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:cx-apac.tesla.com.edgekey.net"
cx-api-apac.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:cx-apac.tesla.com.edgekey.net"
cyberbeer.tesla.com,cloud-amazon,"13.32.27.36, 2600:9000:2204:1000:14:8b35:b140:93a1, 2600:9000:2204:2600:14:8b35:b140:93a1, 2600:9000:2204:4c00:14:8b35:b140:93a1, 2600:9000:2204:7e00:14:8b35:b140:93a1, 2600:9000:2204:9800:14:8b35:b140:93a1, 2600:9000:2204:9c00:14:8b35:b140:93a1, 2600:9000:2204:c000:14:8b35:b140:93a1, 2600:9000:2204:d800:14:8b35:b140:93a1, 52.222.139.53, 52.222.139.55, 52.222.139.74, 52.222.139.93",,"80, 443",200,CyberBeer + CyberStein,N/A,,"amazon cloudfront
amazon s3
amazon web services
cpe:/a:amazon:amazon_cloudfront",Cloudfront (Amazon),"A:52.222.139.53, A:52.222.139.55, A:52.222.139.74, A:52.222.139.93, AAAA:2600:9000:2204:1000:14:8b35:b140:93a1, AAAA:2600:9000:2204:2600:14:8b35:b140:93a1, AAAA:2600:9000:2204:4c00:14:8b35:b140:93a1, AAAA:2600:9000:2204:7e00:14:8b35:b140:93a1, AAAA:2600:9000:2204:9800:14:8b35:b140:93a1, AAAA:2600:9000:2204:9c00:14:8b35:b140:93a1, AAAA:2600:9000:2204:c000:14:8b35:b140:93a1, AAAA:2600:9000:2204:d800:14:8b35:b140:93a1, CNAME:d2321zhb6qrohx.cloudfront.net, NS:ns-116.awsdns-14.com, NS:ns-1500.awsdns-59.org, NS:ns-1678.awsdns-17.co.uk, NS:ns-617.awsdns-13.net, SOA:ns-116.awsdns-14.com"
dal11-gpgw1.tesla.com,,199.120.56.30,,443,404,Document Error: Not Found,N/A,,,generic detection,A:199.120.56.30
darkfield-emea.tesla.com,,8.45.124.135,,,0,,N/A,,,,A:8.45.124.135
darkfield.tesla.com,,209.133.79.47,,,0,,N/A,,,,A:209.133.79.47
dataviz.tesla.com,cdn-akamai,"23.212.186.211, 23.213.240.211",,"80, 443",302 -> https://dataviz.tesla.com/,302 Found,N/A,,nginx,,"A:23.213.240.211, CNAME:ipa.teslazta.net.srip.net"
dev._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:dev.domainkey.u19265315.wl066.sendgrid.net
dev2._domainkey.tesla.com,,,,,0,,N/A,,,,CNAME:dev2.domainkey.u19265315.wl066.sendgrid.net
developer.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:developer.tesla.com.edgekey.net"
digitalassets-accounts.tesla.com,cdn-akamai,"151.101.38.92, 23.38.31.252, 2a04:4e42:9::604",,"80, 443",301 -> https://cloudinary.com,,N/A,,,,"A:151.101.38.92, AAAA:2a04:4e42:9::604, CNAME:digitalassets-accounts.tesla.com.multicdn.cloudinary.com"
digitalassets-contents.tesla.com,cdn-akamai,"104.110.191.42, 104.110.191.6, 2a02:26f0:6d00:10::1749:85, 2a02:26f0:6d00:10::1749:b8",,"80, 443",301 -> https://cloudinary.com,,N/A,,,,"A:104.110.191.42, A:104.110.191.6, AAAA:2a02:26f0:6d00:10::1749:85, AAAA:2a02:26f0:6d00:10::1749:b8, CNAME:digitalassets-contents.tesla.com.multicdn.cloudinary.com"
digitalassets-energy.tesla.com,cdn-akamai,"151.101.38.92, 23.38.31.252, 2a04:4e42:9::604",,"80, 443",301 -> https://cloudinary.com,,N/A,,,,"A:151.101.38.92, AAAA:2a04:4e42:9::604, CNAME:digitalassets-energy.tesla.com.multicdn.cloudinary.com"
digitalassets-learning.tesla.com,,"151.101.38.1, 2a04:4e42:9::513",,"80, 443",404,,N/A,,,,"A:151.101.38.1, AAAA:2a04:4e42:9::513, CNAME:digitalassets-learning.tesla.com.multicdn.cloudinary.com"
digitalassets-secure.tesla.com,,"151.101.38.92, 2a04:4e42:9::604",,"80, 443",301 -> https://cloudinary.com,,N/A,,,,"A:151.101.38.92, AAAA:2a04:4e42:9::604, CNAME:digitalassets-secure.tesla.com.multicdn.cloudinary.com"
digitalassets-shop.tesla.com,,"151.101.38.92, 2a04:4e42:9::604",,"80, 443",301 -> https://cloudinary.com,,N/A,,,,"A:151.101.38.92, AAAA:2a04:4e42:9::604, CNAME:digitalassets-shop.tesla.com.multicdn.cloudinary.com"
digitalassets-stage.tesla.com,,"151.101.38.1, 2a04:4e42:9::513",,"80, 443",404,,N/A,,,,"A:151.101.38.1, AAAA:2a04:4e42:9::513, CNAME:digitalassets-stage.tesla.com.multicdn.cloudinary.com"
digitalassets.tesla.com,,"151.101.38.92, 2a04:4e42:9::604",,"80, 443",301 -> https://cloudinary.com,,N/A,,,,"A:151.101.38.92, AAAA:2a04:4e42:9::604, CNAME:digitalassets.tesla.com.multicdn.cloudinary.com"
dro.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
e-repair.tesla.com,cdn-akamai,"104.80.228.227, 2a02:26f0:6d00:598::700, 2a02:26f0:6d00:5b1::700",,"80, 443",403,Access Denied,N/A,,,Kona SiteDefender (Akamai),"A:104.80.228.227, AAAA:2a02:26f0:6d00:598::700, AAAA:2a02:26f0:6d00:5b1::700, CNAME:external-na-pop1.edgekey.net"
eaa-setup.tesla.com,cdn-akamai,23.212.186.211,,"80, 443",302 -> https://eaasetup.teslazta.net/route?BubbleRequest=3WdvUS62LGSOil1b0%2F4nsJcJoTCiGn6hfW2BdVBIsQVl%2BFYeDDTHaR2wUJ3XH7pI9zCgkRtyUTrF%2B1CIT4rMw9AaUKP5wLuWetDrn0ckmM21EH0X6odvOd3gdDfy6t2b2FR%2FNQlY56xcSfADbFJlpVFOD2CYBdpiaEy8ue9GLfTHpCFFuj3d8vBSOl3sfFPMUeMQxfWH2yHUnJtvFUjo51jsiWs28PJJzejPgMmzOpUTEy0FgvvFE3vwLcLS2j6RL76mEj6sWTL6xapVPdaF4z%2FpNYsm4upyvTF%2BXeaEfymlPGZvvIYTLeAO89inaaScdHxIp8XmFEKjpezt8ooQl4rIJSkFsqZr3oetGKKecWu966XV3Z5aTLEAmVN6v9k8aBv6liB7BAFkRuSKzF94zJtzARl%2Bix%2BL%2FSx98PxZ1kA%3D,302 Found,N/A,,nginx,,"A:23.212.186.211, CNAME:ipa.teslazta.net.srip.net"
